name,I size,L size,S size,time,best obj,best bound,gap %,status,int gap
Instance_270_100_,270,100,200,15613.84108,19.0591,19.0607,0.00839494,2,0
Instance_500_16_,500,16,10,3.257546902,20.6855,20.72327778,0.182629271,2,0
Instance_500_16_,500,16,50,23.40170193,23.441,23.441,0,2,0
Instance_500_16_,500,16,100,52.51900387,23.23255,23.23388333,0.005739081,2,0
Instance_500_16_,500,16,150,133.7863443,23.28793333,23.28817843,0.001052468,2,0
Instance_500_16_,500,16,200,125.4359832,24.46925,24.47375,0.018390429,2,0
Instance_500_30_,500,30,10,8.039031982,22.899,22.919,0.087340059,2,0
Instance_500_30_,500,30,50,80.50813198,23.7035,23.7035,0,2,0
Instance_500_30_,500,30,100,232.1419749,25.2504,25.2504,0,2,0
Instance_500_30_,500,30,150,487.050148,24.30866667,24.30866667,0,2,0
Instance_500_30_,500,30,200,772.7105939,24.835,24.8352,0.000805315,2,0
Instance_500_50_,500,50,10,26.9667058,24.4285,24.42932589,0.003380858,2,0
Instance_500_50_,500,50,50,109.9638798,23.345,23.363,0.077104305,2,0
Instance_500_50_,500,50,100,818.5082519,25.0187,25.0187,0,2,0
Instance_500_50_,500,50,150,1017.435866,24.40354444,24.40354444,0,2,0
Instance_500_50_,500,50,200,1905.708449,24.51755,24.5194,0.007545615,2,0
Instance_500_70_,500,70,10,28.3376801,22.898,23.18429288,1.250296442,2,1
Instance_500_70_,500,70,50,281.4449809,24.6945,24.713,0.074915467,2,0
Instance_500_70_,500,70,100,962.71999,23.7988,23.7988,0,2,0
Instance_500_70_,500,70,150,1731.523994,25.20447778,25.20675065,0.009017722,2,0
Instance_500_70_,500,70,200,3764.419433,23.8847,23.8862,0.006280171,2,0
Instance_500_100_,500,100,10,58.27266479,24.499,24.499,0,2,0
Instance_500_100_,500,100,50,679.729831,23.678,23.6905,0.052791621,2,0
Instance_500_100_,500,100,100,1969.951268,24.60135,24.60778764,0.026167822,2,0
Instance_500_100_,500,100,150,4981.100669,23.76637778,23.76727553,0.003777404,2,0
Instance_500_100_,500,100,200,14518.68654,24.2512,24.25345,0.009277891,2,0
Instance_900_16_,900,16,10,10.36950111,29.6245,29.6245,0,2,0
Instance_900_16_,900,16,50,35.52249527,30.07,30.0705,0.001662787,2,0
Instance_900_16_,900,16,100,66.9970479,30.1279,30.1315,0.011949057,2,0
Instance_900_16_,900,16,150,105.263679,29.41918889,29.41918889,0,2,0
Instance_900_16_,900,16,200,147.1109202,29.8187,29.8248,0.020456962,2,0
Instance_900_30_,900,30,10,9.757855892,28.458,28.458,0,2,0
Instance_900_30_,900,30,50,75.16887498,29.8425,29.8425,0,2,0
Instance_900_30_,900,30,100,176.8333199,29.84595,29.85374387,0.026113672,2,0
Instance_900_30_,900,30,150,478.0815439,29.88214444,29.88473268,0.008661478,2,0
Instance_900_30_,900,30,200,646.4573698,30.88855,30.8894,0.002751829,2,0
Instance_900_50_,900,50,10,22.10088897,33.239,33.259,0.060170282,2,0
Instance_900_50_,900,50,50,134.4963939,31.347,31.349,0.006380196,2,0
Instance_900_50_,900,50,100,516.553956,31.1073,31.1073,0,2,0
Instance_900_50_,900,50,150,1409.238657,29.70103333,29.70103333,0,2,0
Instance_900_50_,900,50,200,2266.4841,30.6312,30.63355,0.007671916,2,0
Instance_900_70_,900,70,10,29.671664,26.818,26.888,0.261018719,2,0
Instance_900_70_,900,70,50,284.0460742,29.2575,29.2575,0,2,0
Instance_900_70_,900,70,100,877.888607,30.2044,30.20617778,0.005885824,2,0
Instance_900_70_,900,70,150,2479.64241,30.28441111,30.28441111,0,2,0
Instance_900_70_,900,70,200,4314.070088,30.7783,30.77965,0.004386207,2,0
Instance_900_100_,900,100,10,56.57334208,32.1295,32.16465923,0.10942976,2,0
Instance_900_100_,900,100,50,432.7479851,31.1935,31.1935,0,2,0
Instance_900_100_,900,100,100,2112.911059,29.68515,29.68515,0,2,0
Instance_900_100_,900,100,150,5727.872132,30.8008,30.80151211,0.002311982,2,0
Instance_900_100_,900,100,200,10103.71631,29.85085,29.85165,0.002679991,2,0
Instance_1500_16_,1500,16,10,7.001058102,35.137,35.137,0,2,0
Instance_1500_16_,1500,16,50,41.50489402,37.334,37.338,0.010714094,2,0
Instance_1500_16_,1500,16,100,80.9508841,33.8123,33.8123,0,2,0
Instance_1500_16_,1500,16,150,130.8818791,36.13598889,36.13598889,0,2,0
Instance_1500_16_,1500,16,200,175.7825689,35.1354,35.1354,0,2,0
Instance_1500_30_,1500,30,10,16.6610539,39.678,39.693,0.037804325,2,0
Instance_1500_30_,1500,30,50,118.125313,35.748,35.748,0,2,0
Instance_1500_30_,1500,30,100,215.5703931,35.5727,35.5727,0,2,0
Instance_1500_30_,1500,30,150,365.2184267,36.95665556,36.95855649,0.005143693,2,0
Instance_1500_30_,1500,30,200,533.0864751,36.6418,36.6436,0.004912422,2,0
Instance_1500_50_,1500,50,10,20.32946992,33.2885,33.2885,0,2,0
Instance_1500_50_,1500,50,50,181.5893393,34.9535,34.9535,0,2,0
Instance_1500_50_,1500,50,100,461.166461,35.3387,35.3387,0,2,0
Instance_1500_50_,1500,50,150,1241.685451,36.17421111,36.17421111,0,2,0
Instance_1500_50_,1500,50,200,1733.398823,36.237,36.24035,0.009244695,2,0
Instance_1500_70_,1500,70,10,38.5449903,35.6295,35.6795,0.140333151,2,0
Instance_1500_70_,1500,70,50,262.951257,36.741,36.759,0.04899159,2,0
Instance_1500_70_,1500,70,100,786.8427491,35.86825,35.86825,0,2,0
Instance_1500_70_,1500,70,150,2479.204853,35.71743333,35.71743333,0,2,0
Instance_1500_70_,1500,70,200,2898.604394,36.34835,36.3495,0.00316383,2,0
Instance_1500_100_,1500,100,10,47.58312392,30.1285,30.32145363,0.640435559,2,0
Instance_1500_100_,1500,100,50,431.830904,34.0105,34.0105,0,2,0
Instance_1500_100_,1500,100,100,2710.448105,36.13515,36.13515,0,2,0
Instance_1500_100_,1500,100,150,4374.359026,35.90526667,35.90526667,0,2,0
Instance_1500_100_,1500,100,200,18318.00785,36.5151,36.5163,0.003286312,2,0
