name,I size,L size,S size,model time,best obj,best bound,gap %,status,total time,k1
Instance_168_16_,168,16,200,27.4375689,-0.4068,-0.404785714,0.495153814,2,31.44268608,35
Instance_270_16_,270,16,10,1.16544795,-238.844,-238.844,0,2,1.407727957,35
Instance_270_16_,270,16,50,6.188651085,-39.076,-39.076,9.27364E-13,2,6.966379166,35
Instance_270_16_,270,16,100,13.12263489,-11.1024,-11.1024,0,2,14.72156096,35
Instance_270_16_,270,16,150,21.19158006,-2.842577778,-2.842577778,0,2,23.65053892,35
Instance_270_16_,270,16,200,29.91122794,2.234,2.234,0,2,33.20742583,35
Instance_500_16_,500,16,10,1.372184038,-202.324,-202.324,2.80952E-14,2,1.581677914,35
Instance_500_16_,500,16,50,7.69503808,-33.172,-33.172,5.35499E-13,2,8.652053118,35
Instance_500_16_,500,16,100,16.26419568,-6.8192,-6.8192,0,2,18.28682899,35
Instance_500_16_,500,16,150,26.41115618,0.665866667,0.665866667,0,2,29.44436288,35
Instance_500_16_,500,16,200,36.8897531,6.2512,6.2512,0,2,41.50309825,35
Instance_900_16_,900,16,10,2.330236912,-234.78,-234.78,0,2,2.604502201,35
Instance_900_16_,900,16,50,10.07772017,-27.7,-27.7,8.33669E-13,2,11.30969596,35
Instance_900_16_,900,16,100,20.31172776,-3.7856,-3.7856,0,2,22.82129788,35
Instance_900_16_,900,16,150,30.81913233,5.132,5.132,0,2,34.34685779,35
Instance_900_16_,900,16,200,44.01666117,8.9016,8.9016,0,2,49.91018295,35
Instance_1500_16_,1500,16,10,2.449333191,-209.596,-209.596,0,2,2.839122057,35
Instance_1500_16_,1500,16,50,12.82645297,-23.54,-23.54,1.07155E-12,2,14.40675712,35
Instance_1500_16_,1500,16,100,23.80144572,-0.688,-0.688,0,2,31.45523405,35
Instance_1500_16_,1500,16,150,38.53067493,7.278488889,7.278488889,0,2,43.75349712,35
Instance_1500_16_,1500,16,200,52.34974313,11.4744,11.4744,0,2,58.18026495,35
