mejoró 3.474  GRASP
mejoró 3.474 en initial L 7 con j = 14 localsearch 1   LS2 
no mejoró 3.62625 en initial L 78 con j = 51 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 53 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 56 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 60 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 64 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 67 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 69 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 71 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 72 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 75 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 92 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 93 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 97 localsearch 3
no mejoró 3.62625 en initial L 78 con j = 98 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 14 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 17 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 19 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 26 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 27 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 35 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 37 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 43 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 49 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 51 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 53 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 56 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 60 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 64 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 67 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 69 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 71 localsearch 3
no mejoró 3.59625 en initial L 92 con j = 72 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 75 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 78 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 93 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 97 localsearch 3
no mejoró 3.62625 en initial L 92 con j = 98 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 14 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 17 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 19 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 26 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 27 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 35 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 37 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 43 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 49 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 51 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 53 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 56 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 60 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 64 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 67 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 69 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 71 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 72 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 75 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 78 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 92 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 97 localsearch 3
no mejoró 3.30125 en initial L 93 con j = 98 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 14 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 17 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 19 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 26 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 27 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 35 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 37 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 43 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 49 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 51 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 53 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 56 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 60 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 64 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 67 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 69 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 71 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 72 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 75 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 78 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 92 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 93 localsearch 3
no mejoró 3.62625 en initial L 97 con j = 98 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 14 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 17 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 19 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 26 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 27 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 35 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 37 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 43 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 49 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 51 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 53 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 56 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 60 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 64 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 67 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 69 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 71 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 72 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 75 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 78 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 92 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 93 localsearch 3
no mejoró 3.62625 en initial L 98 con j = 97 localsearch 3
mejoró 3.85475  GRASP
mejoró 3.85475 en initial L 3 con j = 7 localsearch 1   LS2 
no mejoró 3.85475 en initial L 7 con j = 14 localsearch 2
no mejoró 3.85475 en initial L 7 con j = 16 localsearch 2
mejoró 3.9105 en initial L 7 con j = 17 localsearch 2   LS2 
no mejoró 3.476 en initial L 14 con j = 16 localsearch 3
no mejoró 3.476 en initial L 14 con j = 17 localsearch 3
no mejoró 3.461 en initial L 14 con j = 19 localsearch 3
no mejoró 3.476 en initial L 14 con j = 21 localsearch 3
no mejoró 3.476 en initial L 14 con j = 24 localsearch 3
no mejoró 3.476 en initial L 14 con j = 32 localsearch 3
no mejoró 3.476 en initial L 14 con j = 48 localsearch 3
no mejoró 3.476 en initial L 14 con j = 49 localsearch 3
no mejoró 3.476 en initial L 14 con j = 51 localsearch 3
no mejoró 3.476 en initial L 14 con j = 53 localsearch 3
no mejoró 3.476 en initial L 14 con j = 56 localsearch 3
no mejoró 3.476 en initial L 14 con j = 60 localsearch 3
no mejoró 3.476 en initial L 14 con j = 62 localsearch 3
no mejoró 3.476 en initial L 14 con j = 64 localsearch 3
no mejoró 3.476 en initial L 14 con j = 68 localsearch 3
no mejoró 3.476 en initial L 14 con j = 69 localsearch 3
no mejoró 3.476 en initial L 14 con j = 72 localsearch 3
no mejoró 3.476 en initial L 14 con j = 80 localsearch 3
no mejoró 3.476 en initial L 14 con j = 85 localsearch 3
no mejoró 3.476 en initial L 14 con j = 88 localsearch 3
no mejoró 3.476 en initial L 14 con j = 93 localsearch 3
no mejoró 3.476 en initial L 14 con j = 97 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 14 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 17 localsearch 3
no mejoró 3.8955 en initial L 16 con j = 19 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 21 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 24 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 32 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 48 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 49 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 51 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 53 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 56 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 60 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 62 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 64 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 68 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 69 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 72 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 80 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 85 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 88 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 93 localsearch 3
no mejoró 3.9105 en initial L 16 con j = 97 localsearch 3
no mejoró 3.547 en initial L 17 con j = 14 localsearch 3
no mejoró 3.547 en initial L 17 con j = 16 localsearch 3
no mejoró 3.532 en initial L 17 con j = 19 localsearch 3
no mejoró 3.547 en initial L 17 con j = 21 localsearch 3
no mejoró 3.547 en initial L 17 con j = 24 localsearch 3
no mejoró 3.547 en initial L 17 con j = 32 localsearch 3
no mejoró 3.547 en initial L 17 con j = 48 localsearch 3
no mejoró 3.547 en initial L 17 con j = 49 localsearch 3
no mejoró 3.547 en initial L 17 con j = 51 localsearch 3
no mejoró 3.547 en initial L 17 con j = 53 localsearch 3
no mejoró 3.547 en initial L 17 con j = 56 localsearch 3
no mejoró 3.547 en initial L 17 con j = 60 localsearch 3
no mejoró 3.547 en initial L 17 con j = 62 localsearch 3
no mejoró 3.547 en initial L 17 con j = 64 localsearch 3
no mejoró 3.547 en initial L 17 con j = 68 localsearch 3
no mejoró 3.547 en initial L 17 con j = 69 localsearch 3
no mejoró 3.547 en initial L 17 con j = 72 localsearch 3
no mejoró 3.547 en initial L 17 con j = 80 localsearch 3
no mejoró 3.547 en initial L 17 con j = 85 localsearch 3
no mejoró 3.547 en initial L 17 con j = 88 localsearch 3
no mejoró 3.6585 en initial L 17 con j = 93 localsearch 3
no mejoró 3.547 en initial L 17 con j = 97 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 14 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 16 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 17 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 21 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 24 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 32 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 48 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 49 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 51 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 53 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 56 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 60 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 62 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 64 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 68 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 69 localsearch 3
no mejoró 3.8505 en initial L 19 con j = 72 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 80 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 85 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 88 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 93 localsearch 3
no mejoró 3.82475 en initial L 19 con j = 97 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 14 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 16 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 17 localsearch 3
no mejoró 3.8955 en initial L 21 con j = 19 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 24 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 32 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 48 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 49 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 51 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 53 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 56 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 60 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 62 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 64 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 68 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 69 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 72 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 80 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 85 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 88 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 93 localsearch 3
no mejoró 3.9105 en initial L 21 con j = 97 localsearch 3
no mejoró 3.9105 en initial L 24 con j = 14 localsearch 3
no mejoró 3.9105 en initial L 24 con j = 16 localsearch 3
no mejoró 3.9105 en initial L 24 con j = 17 localsearch 3
mejoró 3.9105 en initial L 24 con j = 19 localsearch 3   LS2 
no mejoró 3.9105 en initial L 32 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 32 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 32 con j = 97 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 14 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 16 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 17 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 19 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 21 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 32 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 49 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 51 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 53 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 56 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 60 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 62 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 64 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 68 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 69 localsearch 4
no mejoró 3.59625 en initial L 48 con j = 72 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 80 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 85 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 88 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 93 localsearch 4
no mejoró 3.62625 en initial L 48 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 49 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 49 con j = 97 localsearch 4
no mejoró 3.726 en initial L 51 con j = 14 localsearch 4
no mejoró 3.726 en initial L 51 con j = 16 localsearch 4
no mejoró 3.726 en initial L 51 con j = 17 localsearch 4
no mejoró 3.711 en initial L 51 con j = 19 localsearch 4
no mejoró 3.726 en initial L 51 con j = 21 localsearch 4
no mejoró 3.726 en initial L 51 con j = 32 localsearch 4
no mejoró 3.726 en initial L 51 con j = 48 localsearch 4
no mejoró 3.726 en initial L 51 con j = 49 localsearch 4
no mejoró 3.726 en initial L 51 con j = 53 localsearch 4
no mejoró 3.726 en initial L 51 con j = 56 localsearch 4
no mejoró 3.726 en initial L 51 con j = 60 localsearch 4
no mejoró 3.726 en initial L 51 con j = 62 localsearch 4
no mejoró 3.726 en initial L 51 con j = 64 localsearch 4
no mejoró 3.726 en initial L 51 con j = 68 localsearch 4
no mejoró 3.726 en initial L 51 con j = 69 localsearch 4
no mejoró 3.726 en initial L 51 con j = 72 localsearch 4
no mejoró 3.726 en initial L 51 con j = 80 localsearch 4
no mejoró 3.726 en initial L 51 con j = 85 localsearch 4
no mejoró 3.726 en initial L 51 con j = 88 localsearch 4
no mejoró 3.726 en initial L 51 con j = 93 localsearch 4
no mejoró 3.726 en initial L 51 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 53 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 53 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 56 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 56 con j = 97 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 14 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 16 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 17 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 19 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 21 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 32 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 48 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 49 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 51 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 53 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 56 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 62 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 64 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 68 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 69 localsearch 4
no mejoró 3.66275 en initial L 60 con j = 72 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 80 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 85 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 88 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 93 localsearch 4
no mejoró 3.69275 en initial L 60 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 17 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 69 localsearch 4
no mejoró 3.8805 en initial L 62 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 62 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 64 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 68 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 69 localsearch 4
no mejoró 3.8805 en initial L 64 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 64 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 17 localsearch 4
no mejoró 3.8955 en initial L 68 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 69 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 80 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 85 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 88 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 93 localsearch 4
no mejoró 3.9105 en initial L 68 con j = 97 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 14 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 16 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 17 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 19 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 21 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 32 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 48 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 49 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 51 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 53 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 56 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 60 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 62 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 64 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 68 localsearch 4
no mejoró 3.8805 en initial L 69 con j = 72 localsearch 4
no mejoró 3.9105 en initial L 69 con j = 80 localsearch 4
